player,games,wins,winrate,elo,main_position,champion_pool,recent_winrate
Khael (Kim Jin-hong),5,1,0.2,1454.811680445004,sup,3,0.2
Puddin,5,1,0.2,1453.532662569764,bot,3,0.2
Envy (Lee Myeong-joon),5,1,0.2,1454.811680445004,bot,4,0.2
Mangchi,5,3,0.6,1511.8502041837407,mid,3,0.6
Mimic (Min Ju-seong),5,3,0.6,1511.8502041837407,top,3,0.6
Jaguar (Lee Chae-hwan),4,2,0.5,1497.191361686605,bot,3,0.5
Chloe (Jeon Seong-hyeon),4,2,0.5,1497.191361686605,jng,2,0.5
Winter (Kim Yo-han),4,2,0.5,1497.191361686605,jng,3,0.5
Chasy,4,2,0.5,1497.191361686605,mid,4,0.5
Ming9 (Kim Min-woo),4,2,0.5,1497.191361686605,top,3,0.5
Snail (Cho Jong-hwi),4,2,0.5,1497.191361686605,mid,4,0.5
Duke (Lee Ho-seong),4,1,0.25,1469.4064243463295,top,3,0.25
WADID,4,1,0.25,1468.0661832347098,sup,3,0.25
destroy (Yoon Jeong-min),4,2,0.5,1497.191361686605,top,4,0.5
SS (Seo Jin-sol),4,1,0.25,1468.0661832347098,bot,2,0.25
wind (Oh Myeong-jin),4,2,0.5,1497.191361686605,bot,2,0.5
autumn (Jeong Soo-hwan),4,2,0.5,1497.191361686605,mid,2,0.5
Malice,4,2,0.5,1497.191361686605,jng,2,0.5
HeoKong,4,2,0.5,1497.191361686605,top,4,0.5
Mowgli,4,0,0.0,1440.270473880646,jng,4,0.0
As,4,0,0.0,1440.270473880646,jng,4,0.0
Motive,4,0,0.0,1440.270473880646,sup,3,0.0
Kingdom (Kim Seong-kwon),4,0,0.0,1440.270473880646,sup,4,0.0
TaNa,4,1,0.25,1468.0661832347098,top,4,0.25
Howling,4,0,0.0,1440.270473880646,top,3,0.0
ToongE,4,2,0.5,1497.191361686605,bot,1,0.5
Piccaboo,4,2,0.5,1497.191361686605,sup,3,0.5
Pressure,4,3,0.75,1530.5935756536705,jng,3,0.75
Kramer,4,0,0.0,1440.270473880646,bot,3,0.0
Stitch,4,3,0.75,1527.729526119354,bot,3,0.75
Bono (Kim Gi-beom),4,2,0.5,1497.191361686605,jng,2,0.5
Korea (Oh Hyeong-seok),3,1,0.3333333333333333,1483.2976013366472,sup,3,0.3333333333333333
Naehyun,3,0,0.0,1454.1721796717984,mid,3,0.0
Dosa,3,1,0.3333333333333333,1483.2976013366472,jng,2,0.3333333333333333
Sirius (Yoo Ji-myeong),3,1,0.3333333333333333,1483.2976013366472,mid,3,0.3333333333333333
Clever9,3,1,0.3333333333333333,1483.2976013366472,top,2,0.3333333333333333
KuanG,3,1,0.3333333333333333,1483.2976013366472,jng,2,0.3333333333333333
Uneasy,3,1,0.3333333333333333,1483.2976013366472,bot,2,0.3333333333333333
Berserker (Kim Min-cheol),3,0,0.0,1454.1721796717984,bot,2,0.0
Kuri,3,1,0.3333333333333333,1484.7023986633528,sup,3,0.3333333333333333
Taco (Fan Zhao-Fu),3,1,0.3333333333333333,1484.7023986633528,top,3,0.3333333333333333
R adc,3,1,0.3333333333333333,1484.7023986633528,bot,3,0.3333333333333333
TANK,3,1,0.3333333333333333,1484.7023986633528,mid,2,0.3333333333333333
Lost (Wu Yi-Han),3,1,0.3333333333333333,1484.7023986633528,jng,3,0.3333333333333333
Saroka,3,1,0.3333333333333333,1483.2976013366472,bot,2,0.3333333333333333
0hq,3,1,0.3333333333333333,1484.7023986633528,bot,3,0.3333333333333333
R JGL,3,1,0.3333333333333333,1484.7023986633528,jng,3,0.3333333333333333
Gyosoo,3,0,0.0,1454.1721796717984,sup,1,0.0
yawang,3,1,0.3333333333333333,1483.2976013366472,sup,2,0.3333333333333333
Vergil (Wang Hai-Han),3,1,0.3333333333333333,1483.2976013366472,mid,3,0.3333333333333333
Kang in,3,1,0.3333333333333333,1483.2976013366472,top,3,0.3333333333333333
Vicla,3,2,0.6666666666666666,1513.8278203282016,mid,3,0.6666666666666666
U Jun,3,1,0.3333333333333333,1484.7023986633528,jng,2,0.3333333333333333
Cheolmin,3,1,0.3333333333333333,1484.7023986633528,top,2,0.3333333333333333
Night (Na Gun-woo),3,1,0.3333333333333333,1483.2976013366472,mid,2,0.3333333333333333
IgNar,3,1,0.3333333333333333,1483.2976013366472,sup,2,0.3333333333333333
Hachani,3,1,0.3333333333333333,1484.7023986633528,sup,2,0.3333333333333333
honeyTeng1,3,1,0.3333333333333333,1483.2976013366472,top,3,0.3333333333333333
Murphy,3,1,0.3333333333333333,1483.2976013366472,jng,3,0.3333333333333333
BokGu,3,1,0.3333333333333333,1483.2976013366472,sup,2,0.3333333333333333
Crash,3,1,0.3333333333333333,1484.7023986633528,jng,2,0.3333333333333333
GankZero,3,1,0.3333333333333333,1483.2976013366472,bot,1,0.3333333333333333
SONSTAR,3,1,0.3333333333333333,1483.2976013366472,bot,2,0.3333333333333333
Doil,3,2,0.6666666666666666,1513.8278203282016,jng,2,0.6666666666666666
Catch (Yun Sang-ho),3,0,0.0,1454.1721796717984,jng,3,0.0
Valkyrie (Ko Joon-young),3,0,0.0,1454.1721796717984,bot,1,0.0
ji hun,3,1,0.3333333333333333,1484.7023986633528,mid,2,0.3333333333333333
seung min,3,1,0.3333333333333333,1484.7023986633528,sup,2,0.3333333333333333
ji won,3,1,0.3333333333333333,1484.7023986633528,jng,3,0.3333333333333333
Whale,3,1,0.3333333333333333,1484.7023986633528,bot,2,0.3333333333333333
young do,3,1,0.3333333333333333,1484.7023986633528,bot,2,0.3333333333333333
Hong2,3,1,0.3333333333333333,1484.7023986633528,mid,3,0.3333333333333333
Epoch,3,1,0.3333333333333333,1484.7023986633528,sup,2,0.3333333333333333
WooPy,2,0,0.0,1468.736306793522,bot,2,0.0
5Kid,2,0,0.0,1468.736306793522,bot,2,0.0
Dice (Hong Do-hyeon),2,0,0.0,1468.736306793522,mid,2,0.0
Senan,2,0,0.0,1468.736306793522,sup,2,0.0
Crescent (Yoo Hwan-joong),2,1,0.5,1500.736306793522,sup,2,0.5
Beggar,2,0,0.0,1468.736306793522,jng,2,0.0
19,2,0,0.0,1468.736306793522,mid,2,0.0
Doran (Choi Won-yeong),2,0,0.0,1468.736306793522,sup,2,0.0
Egoist,2,0,0.0,1468.736306793522,bot,2,0.0
Hyeok,2,0,0.0,1468.736306793522,jng,2,0.0
Seraph,2,1,0.5,1500.736306793522,top,2,0.5
Garou,2,0,0.0,1468.736306793522,jng,2,0.0
Rain (An Hyeon-guk),2,0,0.0,1468.736306793522,bot,2,0.0
Nasub,2,0,0.0,1468.736306793522,mid,2,0.0
Kit (Kim Gang-wook),2,0,0.0,1468.736306793522,sup,2,0.0
Khalis,2,0,0.0,1468.736306793522,top,1,0.0
DantaliaN,2,0,0.0,1468.736306793522,jng,1,0.0
LaPis,2,0,0.0,1468.736306793522,top,2,0.0
Slugger,2,0,0.0,1468.736306793522,top,2,0.0
Sangyu,2,0,0.0,1468.736306793522,jng,2,0.0
Scarlet (Cha Hee-min),2,0,0.0,1468.736306793522,mid,2,0.0
Shark (Kim Joo-hyeong),2,0,0.0,1468.736306793522,bot,2,0.0
IDK,2,0,0.0,1468.736306793522,sup,2,0.0
ReGank,2,0,0.0,1468.736306793522,top,2,0.0
Gangboong,2,0,0.0,1468.736306793522,mid,2,0.0
Relhia,2,0,0.0,1468.736306793522,top,2,0.0
Austerity,2,0,0.0,1468.736306793522,bot,2,0.0
Agrona,2,0,0.0,1468.736306793522,mid,2,0.0
Cresho,2,0,0.0,1468.736306793522,sup,2,0.0
Calumnia,2,0,0.0,1468.736306793522,jng,2,0.0
Eisen,2,0,0.0,1468.736306793522,mid,2,0.0
Magong,2,0,0.0,1468.736306793522,jng,2,0.0
Enjoy (Bae Gyeong-min),2,0,0.0,1468.736306793522,bot,2,0.0
Arora,2,0,0.0,1468.736306793522,mid,1,0.0
Krab,2,0,0.0,1468.736306793522,top,2,0.0
inSec,2,0,0.0,1468.736306793522,jng,2,0.0
Empire,2,0,0.0,1468.736306793522,sup,2,0.0
Tear (Jeong Seong-wook),2,0,0.0,1468.736306793522,bot,2,0.0
Eve,2,0,0.0,1468.736306793522,jng,1,0.0
Luna (Jang Kyung-ho),2,0,0.0,1468.736306793522,sup,2,0.0
Sky (Kim Ha-neul),2,0,0.0,1468.736306793522,mid,1,0.0
BBO,2,0,0.0,1468.736306793522,mid,2,0.0
HighDin,2,0,0.0,1468.736306793522,sup,2,0.0
Kano,2,0,0.0,1468.736306793522,mid,2,0.0
Medic (Kim Ji-ho),2,0,0.0,1468.736306793522,sup,2,0.0
Poss,2,0,0.0,1468.736306793522,top,1,0.0
Syu,2,0,0.0,1468.736306793522,bot,2,0.0
Garden,2,0,0.0,1468.736306793522,bot,2,0.0
Carrot (Kim Byeong-jun),2,0,0.0,1468.736306793522,top,2,0.0
Revenger (Kim Kyu-seok),2,0,0.0,1468.736306793522,jng,2,0.0
Mightybear,2,2,1.0,1531.263693206478,jng,2,1.0
Nugget (Yoo Hyeon-woo),2,0,0.0,1468.736306793522,sup,1,0.0
Hoon (Lee Jang-hoon),2,0,0.0,1468.736306793522,top,2,0.0
Speed,2,0,0.0,1468.736306793522,bot,2,0.0
erssu,2,0,0.0,1468.736306793522,top,1,0.0
Mareritt,2,0,0.0,1468.736306793522,mid,1,0.0
alive,2,0,0.0,1468.736306793522,bot,2,0.0
highdin,2,0,0.0,1468.736306793522,sup,1,0.0
Cube (Kim Chang-seong),2,0,0.0,1468.736306793522,top,2,0.0
Seng min,2,0,0.0,1468.736306793522,sup,2,0.0
Way (Park Byeong-joon),2,0,0.0,1468.736306793522,mid,2,0.0
fate (Yoo Su-hyeok),2,0,0.0,1468.736306793522,mid,2,0.0
Min (Byeon Min-seong),2,0,0.0,1468.736306793522,top,2,0.0
Sherlock (Song Jun-hee),2,1,0.5,1500.736306793522,sup,2,0.5
kingen,2,0,0.0,1468.736306793522,top,2,0.0
FireRain,2,0,0.0,1468.736306793522,mid,1,0.0
bear (Kim Jong-woo),2,0,0.0,1468.736306793522,top,1,0.0
Dasher,2,0,0.0,1468.736306793522,mid,2,0.0
Jihoon,2,0,0.0,1468.736306793522,bot,2,0.0
Arcane (Choi Hyeok-jin),2,0,0.0,1468.736306793522,sup,2,0.0
NonStop,2,0,0.0,1468.736306793522,sup,2,0.0
Soul (Seo Hyeon-seok),2,0,0.0,1468.736306793522,top,2,0.0
Fixer,2,1,0.5,1499.263693206478,sup,2,0.5
Rave,2,0,0.0,1468.736306793522,bot,2,0.0
Reach (Lee Joo-won),2,0,0.0,1468.736306793522,jng,1,0.0
Hoglet,2,0,0.0,1468.736306793522,jng,2,0.0
jaeha,2,0,0.0,1468.736306793522,jng,1,0.0
Kyeahoo,2,0,0.0,1468.736306793522,mid,1,0.0
Krvavy,2,0,0.0,1468.736306793522,jng,2,0.0
Rainbow (Kim Soo-gi),2,0,0.0,1468.736306793522,mid,1,0.0
Crow (Kim Seon-gyu),2,0,0.0,1468.736306793522,mid,1,0.0
Hyuni (Park Su-hyeon),2,0,0.0,1468.736306793522,top,2,0.0
Chandong,2,0,0.0,1468.736306793522,sup,1,0.0
WooTae,2,0,0.0,1468.736306793522,top,1,0.0
OdduGi,2,0,0.0,1468.736306793522,bot,2,0.0
Wraith,2,2,1.0,1531.263693206478,sup,2,1.0
MoMo (Park Min-sik),2,0,0.0,1468.736306793522,bot,2,0.0
Ikssu,1,1,1.0,1516.0,top,1,1.0
MapSSi,1,0,0.0,1484.0,sup,1,0.0
SSUN (Kim Tae-yang),1,1,1.0,1516.0,mid,1,1.0
BEN,1,1,1.0,1516.0,sup,1,1.0
Destroy (Yoon Jeong-min),1,0,0.0,1484.0,top,1,0.0
Hambak,1,1,1.0,1516.0,jng,1,1.0
Seize,1,1,1.0,1516.0,jng,1,1.0
CheonGo,1,1,1.0,1516.0,mid,1,1.0
mOyOh,1,0,0.0,1484.0,bot,1,0.0
Moyoh,1,0,0.0,1484.0,bot,1,0.0
steal (Mun Geon-yeong),1,0,0.0,1484.0,jng,1,0.0
BBanG,1,0,0.0,1484.0,jng,1,0.0
Scout,1,0,0.0,1484.0,mid,1,0.0
Wisdom,1,0,0.0,1484.0,jng,1,0.0
Hojin,1,0,0.0,1484.0,jng,1,0.0
